uid,ItemID,Rating,Food,Service,Ambience,Value
28,56,3,4,4,3,4
28,47,4,5,4,4,4
28,65,5,5,5,5,5
28,81,4,5,5,4,5
28,44,5,5,3,5,4
28,83,3,2,5,4,4
29,99,5,5,5,5,5
29,44,5,5,5,5,5
29,84,3,3,4,3,3
29,55,4,5,5,3,4
29,88,4,3,5,3,4
29,79,5,5,5,3,4
29,64,5,5,5,5,5
30,47,1,1,1,1,1
30,68,3,3,3,3,3
30,44,5,5,5,5,5
30,72,2,3,2,3,3
31,55,5,5,5,5,5
31,27,5,4,5,5,5
31,50,5,5,5,5,5
32,85,5,5,5,5,5
33,10,2,3,1,1,2
33,15,5,5,5,5,5
33,99,5,5,5,5,5
33,21,4,3,5,4,4
35,88,2,1,3,3,2
36,95,4,4,5,3,4
36,84,5,5,5,4,5
37,21,3,2,3,3,3
37,48,3,5,3,5,4
37,66,4,4,5,4,4
37,25,4,5,5,5,5
37,74,5,5,4,5,5
37,79,5,5,5,3,4
37,62,2,2,2,1,2
37,38,3,4,4,4,4
37,11,4,3,4,4,4
37,94,2,2,1,3,2
37,20,5,5,5,5,5
37,95,4,4,3,4,4
37,65,3,3,4,4,4
37,71,3,1,5,4,3
39,88,4,4,4,3,4
41,67,5,3,5,5,4
41,52,5,5,5,4,5
43,88,3,3,3,3,3
43,56,5,5,4,5,5
43,47,5,5,5,5,5
44,71,5,5,5,5,5
44,33,5,5,5,5,5
45,62,5,5,5,5,5
45,47,5,5,5,5,5
45,57,4,4,4,5,4
45,21,5,5,5,5,5
45,77,5,5,5,5,5
45,91,5,5,5,4,5
47,36,3,3,3,2,3
47,91,5,5,5,5,5
47,55,1,1,3,4,3
47,50,5,5,5,5,5
47,61,3,4,1,4,3
47,43,4,4,4,3,4
47,85,5,5,5,5,5
47,25,4,5,5,2,4
47,35,4,4,5,4,4
47,14,3,2,1,2,2
47,94,5,5,5,5,5
47,84,4,5,5,4,5
47,89,3,3,2,3,3
47,99,1,2,1,2,2
47,38,1,2,1,2,2
47,47,3,4,4,5,4
47,17,3,4,5,5,5
48,25,5,5,5,5,5
49,33,2,4,1,3,3
49,99,5,5,5,4,5
50,80,5,5,5,4,5
50,55,3,3,4,3,3
50,50,5,5,5,5,5
51,79,3,3,5,1,3
51,25,5,5,5,5,5
53,24,5,5,5,5,5
53,79,4,4,3,4,4
53,25,5,5,5,5,5
53,48,5,5,5,4,5
53,88,3,4,3,4,4
53,59,4,4,4,4,4
53,84,4,4,4,4,4
53,55,5,5,5,4,5
54,14,4,4,5,2,4
54,71,3,2,3,3,3
56,98,5,5,5,5,5
57,73,4,5,5,5,5
57,96,5,5,5,5,5
57,88,4,4,4,4,4
57,34,5,5,5,5,5
57,55,4,4,3,3,3
57,33,5,5,5,5,5
57,56,5,5,4,5,5
57,93,5,5,5,5,5
57,50,5,5,5,5,5
58,15,1,1,1,1,1
59,96,5,4,5,5,5
59,10,5,5,5,4,5
60,49,5,5,5,5,5
60,35,5,5,5,5,5
60,36,2,2,3,3,3
61,55,3,3,3,3,3
61,63,5,5,5,5,5
62,15,2,3,4,3,3
62,10,3,2,4,3,3
63,50,3,3,4,3,3
65,88,5,5,5,5,5
65,91,5,5,4,5,5
65,94,5,5,5,5,5
65,35,5,4,5,5,5
66,33,5,5,5,5,5
66,72,5,5,5,5,5
66,35,1,1,1,3,2
66,55,5,5,5,5,5
66,69,3,3,5,5,4
66,14,3,3,4,3,3
66,47,5,5,5,5,5
67,55,5,5,5,5,5
67,47,5,5,4,5,5
68,44,5,5,5,5,5
68,27,2,3,1,4,3
68,79,5,4,4,4,4
68,86,5,5,5,5,5
68,95,5,5,5,5,5
68,84,4,4,4,4,4
68,71,5,5,4,4,4
68,57,4,3,4,4,4
68,59,5,5,5,4,5
69,54,5,5,5,5,5
69,25,5,5,5,5,5
69,73,5,5,5,5,5
70,56,1,3,1,3,2
74,88,5,5,5,5,5
74,79,3,3,5,4,4
74,63,5,5,4,4,4
74,96,5,5,5,5,5
74,72,5,5,5,5,5
74,37,5,5,5,5,5
74,33,5,5,4,4,4
78,98,5,5,5,5,5
78,44,5,5,5,5,5
78,72,5,5,5,5,5
78,55,4,4,5,4,4
78,63,3,3,4,2,3
78,52,5,5,5,5,5
80,33,5,5,5,5,5
80,84,5,5,5,5,5
80,35,2,2,3,3,3
80,72,4,4,4,4,4
81,50,5,5,5,5,5
81,68,4,4,4,4,4
81,44,4,4,3,4,4
81,35,5,5,5,5,5
82,85,3,3,3,4,3
83,35,5,4,5,4,4
83,14,1,1,2,3,2
83,50,2,2,2,2,2
86,27,2,3,1,4,3
86,79,3,4,3,4,4
86,17,5,5,5,5,5
86,91,5,5,4,4,4
86,33,4,4,5,5,5
86,77,5,5,5,5,5
86,85,5,3,4,5,4
86,38,4,5,5,4,5
86,97,5,5,5,5,5
86,94,3,3,3,4,3
86,21,5,5,5,4,5
86,78,5,5,5,5,5
89,23,5,5,5,5,5
89,35,5,5,5,5,5
90,17,5,5,5,4,5
90,99,5,5,4,4,4
90,28,5,5,5,5,5
91,48,5,4,5,5,5
91,12,5,5,5,5,5
91,97,5,5,5,5,5
91,9,5,5,5,5,5
91,78,4,5,3,4,4
92,72,2,2,2,3,2
92,76,5,5,3,4,4
92,54,5,4,5,5,5
92,55,5,5,5,5,5
93,69,5,5,5,5,5
93,79,5,5,5,4,5
93,71,5,5,5,5,5
95,55,5,5,4,5,5
95,94,5,5,5,4,5
95,10,5,5,5,5,5
95,79,2,3,2,1,2
95,26,4,5,5,3,4
96,88,5,5,5,5,5
96,71,5,5,5,5,5
96,50,4,4,4,4,4
97,85,4,5,5,3,4
98,61,5,5,5,5,5
99,99,3,5,2,4,4
99,26,5,5,5,5,5
99,94,1,1,1,1,1
99,62,2,2,4,3,3
100,35,5,4,5,5,5
100,78,4,4,5,4,4
102,88,3,4,4,2,3
102,68,5,5,3,4,4
102,80,5,5,5,5,5
102,84,4,5,5,4,5
102,48,5,3,5,5,4
104,85,2,5,1,2,3
104,71,4,4,4,4,4
104,25,5,5,5,5,5
104,63,5,5,4,5,5
106,91,5,5,5,5,5
106,96,5,5,5,5,5
106,50,4,4,5,4,4
106,35,4,4,4,4,4
106,79,4,4,4,4,4
106,28,3,3,5,5,4
107,84,3,4,2,4,3
107,10,5,5,5,3,4
107,55,5,5,5,5,5
107,68,4,5,4,4,4
107,75,4,5,5,3,4
109,50,5,5,5,3,4
109,69,4,4,4,4,4
109,34,2,2,2,2,2
109,73,5,4,3,4,4
109,88,5,5,5,5,5
109,63,4,4,4,4,4
109,42,5,5,5,5,5
109,72,4,4,4,4,4
109,47,5,5,5,5,5
109,23,5,5,5,5,5
109,68,3,4,1,3,3
109,14,5,5,5,5,5
109,98,4,5,3,3,4
109,82,5,5,5,5,5
109,59,4,4,4,2,3
109,55,5,5,5,4,5
109,35,5,5,4,4,4
109,33,5,5,5,5,5
109,99,2,2,3,3,3
109,71,4,4,4,4,4
110,33,4,4,4,3,4
111,85,5,5,5,4,5
112,20,5,5,5,5,5
112,68,4,4,4,4,4
112,94,1,1,1,2,1
112,91,5,5,5,5,5
113,84,3,4,4,2,3
114,51,3,4,4,3,4
114,63,4,4,4,4,4
115,81,3,4,2,3,3
115,55,3,5,5,5,5
115,11,5,5,5,5,5
115,46,4,5,5,4,5
115,65,3,4,2,3,3
115,10,2,3,2,2,2
115,25,5,5,5,5,5
115,88,3,3,5,3,4
115,63,4,5,4,4,4
116,11,5,5,5,5,5
117,15,2,4,1,2,2
117,59,5,5,5,5,5
117,96,5,5,5,4,5
117,97,3,4,4,3,4
117,65,3,3,3,3,3
117,25,5,5,5,5,5
117,72,3,4,3,4,4
117,76,4,5,5,5,5
118,52,5,5,5,5,5
118,69,5,5,5,5,5
118,27,4,4,4,5,4
118,88,3,4,3,3,3
118,30,4,4,2,4,3
118,91,5,4,4,5,4
118,92,3,4,4,2,3
118,17,5,5,5,5,5
118,39,5,5,5,5,5
118,55,2,3,3,3,3
118,42,5,5,5,5,5
118,59,5,5,5,5,5
118,60,3,4,3,3,3
118,51,5,5,5,4,5
118,28,5,5,5,5,5
118,65,2,2,1,1,1
118,74,2,3,2,1,2
118,94,4,3,4,3,3
118,99,5,5,5,5,5
118,10,4,5,5,3,4
118,6,5,5,5,5,5
118,25,5,5,5,5,5
118,37,5,4,4,4,4
119,43,3,3,3,4,3
120,69,5,5,5,5,5
120,59,5,4,5,4,4
120,71,4,4,4,4,4
120,18,2,1,2,3,2
120,30,3,3,2,3,3
120,33,5,4,5,5,5
120,63,4,4,4,4,4
120,46,5,5,5,5,5
120,81,1,1,1,1,1
120,26,4,3,3,4,3
120,43,5,5,5,4,5
120,6,2,2,2,4,3
120,34,4,4,3,3,3
120,37,4,4,4,3,4
120,14,5,4,3,4,4
120,65,3,4,4,5,4
120,91,3,3,3,4,3
120,97,4,4,4,3,4
120,99,4,5,4,4,4
120,10,3,3,4,4,4
120,48,3,2,1,5,3
120,61,5,5,5,5,5
120,68,3,3,3,2,3
120,55,5,5,5,4,5
120,53,3,2,2,2,2
120,92,5,5,5,5,5
120,20,4,4,2,4,3
120,29,1,1,4,2,2
120,35,4,5,3,4,4
120,47,5,5,5,5,5
121,96,5,5,5,5,5
121,69,5,5,5,5,5
121,14,5,4,4,4,4
121,24,1,4,1,3,3
121,93,5,5,5,5,5
121,99,5,5,5,4,5
121,78,4,3,2,4,3
121,40,5,5,5,5,5
121,12,4,5,4,5,5
121,26,5,5,5,5,5
121,88,3,3,5,3,4
121,43,5,5,5,5,5
121,52,5,5,5,5,5
121,11,5,5,5,5,5
121,37,5,5,3,5,4
121,89,4,4,5,4,4
121,94,4,4,4,4,4
121,71,5,5,5,5,5
121,34,4,3,5,3,4
121,68,4,4,4,5,4
121,85,2,1,5,5,4
121,61,5,5,5,5,5
121,30,2,2,2,3,2
121,10,5,5,5,4,5
121,15,5,5,5,5,5
121,91,4,5,4,3,4
121,92,5,5,5,5,5
121,63,4,4,3,3,3
121,17,2,5,3,5,4
121,27,5,5,5,5,5
122,40,5,5,4,5,5
123,27,2,3,1,4,3
123,28,5,5,5,5,5
123,69,2,2,3,2,2
123,62,5,5,5,5,5
123,74,5,5,5,4,5
123,14,3,4,3,3,3
123,15,3,4,3,2,3
123,91,5,5,5,5,5
123,99,5,5,5,5,5
123,96,5,5,3,4,4
123,84,4,4,4,4,4
123,61,5,5,5,5,5
123,63,2,2,3,2,2
123,55,5,5,5,5,5
124,86,5,5,5,5,5
124,42,5,5,5,5,5
124,43,5,5,5,3,4
125,66,5,5,5,4,5
125,97,4,4,4,4,4
125,60,4,4,4,5,4
125,28,5,5,5,5,5
125,43,5,5,5,4,5
125,31,5,5,5,5,5
125,10,4,5,4,4,4
126,67,5,5,5,5,5
126,39,5,5,5,5,5
127,57,5,5,5,5,5
127,63,4,4,3,2,3
127,25,5,5,5,5,5
127,28,5,5,5,5,5
127,56,5,5,5,5,5
128,42,5,4,5,5,5
128,66,5,5,5,5,5
129,25,5,5,5,5,5
129,99,3,4,4,2,3
129,91,5,5,4,5,5
129,81,3,3,4,4,4
130,39,2,3,3,2,3
130,44,2,2,2,2,2
130,50,4,5,3,4,4
130,84,4,4,4,4,4
130,30,1,2,1,1,1
130,63,3,3,3,1,2
130,15,4,4,4,3,4
130,24,5,4,5,4,4
130,99,3,4,3,3,3
130,74,5,5,4,3,4
130,4,4,5,5,4,5
131,91,5,5,5,4,5
132,63,5,5,5,4,5
132,31,4,4,3,5,4
133,66,3,2,3,3,3
133,51,3,5,3,3,4
133,99,5,5,5,5,5
133,36,5,5,5,5,5
133,97,5,4,5,5,5
133,68,4,4,3,4,4
135,98,5,5,5,4,5
135,77,5,5,5,5,5
136,17,5,5,5,5,5
136,20,5,5,5,5,5
136,68,4,4,4,5,4
136,15,5,5,5,5,5
136,25,5,5,4,5,5
136,91,5,5,5,5,5
136,85,4,4,4,4,4
136,36,5,5,5,3,4
137,15,5,5,5,4,5
137,33,3,5,4,5,5
138,52,5,4,5,4,4
138,62,1,1,1,1,1
138,68,3,3,4,4,4
138,15,2,3,3,2,3
138,26,5,4,5,5,5
138,70,4,5,3,5,4
138,74,5,5,4,3,4
138,97,5,5,5,5,5
138,42,5,5,5,5,5
138,69,2,3,1,2,2
140,17,5,5,5,5,5
140,39,4,5,4,4,4
141,15,2,3,1,2,2
141,96,4,5,5,4,5
141,98,5,5,5,5,5
142,24,2,4,1,2,2
142,74,5,5,5,3,4
143,50,5,5,5,5,5
143,23,5,5,5,5,5
143,15,4,4,4,3,4
144,48,2,1,2,4,2
145,36,5,5,5,5,5
145,67,3,3,4,4,4
146,12,5,5,5,5,5
146,88,3,3,4,3,3
146,39,5,5,5,5,5
146,61,3,5,1,5,4
146,32,5,5,5,5,5
146,4,5,5,5,5,5
146,17,3,5,4,2,4
146,56,5,5,5,5,5
146,15,2,1,2,2,2
148,66,5,5,5,5,5
148,4,5,5,5,5,5
148,39,5,5,5,5,5
148,26,4,4,4,4,4
148,85,5,5,5,5,5
149,66,4,4,4,3,4
151,36,5,5,5,5,5
152,86,4,4,4,4,4
152,6,5,5,4,4,4
154,62,3,2,4,4,3
154,94,3,3,3,4,3
154,91,4,5,3,4,4
154,88,2,2,2,2,2
154,15,2,2,3,2,2
154,96,5,5,5,4,5
154,84,5,5,5,5,5
154,25,5,5,5,5,5
154,14,4,4,2,3,3
155,90,2,2,2,2,2
155,33,5,5,5,5,5
156,6,5,5,5,5,5
157,85,5,5,5,5,5
159,55,2,3,1,4,3
159,85,5,5,5,5,5
159,42,4,5,5,5,5
159,12,3,2,3,5,3
159,63,5,5,5,5,5
160,39,5,5,4,5,5
160,37,5,5,5,5,5
160,82,4,5,3,3,4
160,48,4,4,4,4,4
160,23,3,2,3,3,3
160,17,5,5,5,5,5
160,74,2,1,3,2,2
160,20,5,5,5,4,5
160,76,5,5,5,5,5
160,63,5,4,5,5,5
161,68,4,4,3,4,4
162,37,5,4,4,5,4
162,17,3,4,5,3,4
163,36,2,4,2,3,3
164,24,5,5,5,4,5
169,26,5,4,4,5,4
170,25,5,5,5,5,5
170,15,3,3,3,4,3
170,85,5,5,4,5,5
170,28,5,5,5,5,5
170,96,3,3,4,4,4
170,12,5,5,5,5,5
171,48,5,5,5,5,5
172,87,5,5,5,5,5
172,36,5,5,5,5,5
172,27,4,3,3,5,4
172,68,4,5,4,3,4
174,24,4,4,4,5,4
174,68,4,5,5,5,5
174,18,5,5,5,5,5
174,14,5,5,5,5,5
174,74,3,3,4,1,3
176,23,4,5,4,4,4
176,63,5,5,4,4,4
176,64,5,5,5,4,5
176,68,5,5,5,5,5
176,39,1,1,3,5,3
176,42,4,4,3,5,4
176,11,5,5,5,5,5
176,91,2,2,2,2,2
176,12,5,5,5,5,5
176,82,4,4,4,4,4
177,87,5,5,5,5,5
177,85,5,5,4,4,4
178,66,4,5,4,3,4
179,79,2,2,2,1,2
180,65,4,5,2,4,4
180,97,5,5,4,4,4
181,87,4,5,4,4,4
182,11,5,5,5,5,5
183,55,5,5,5,4,5
184,42,5,5,4,5,5
185,12,4,4,4,4,4
187,63,2,2,3,2,2
187,86,5,4,5,4,4
187,17,5,5,5,4,5
188,37,5,5,5,4,5
188,85,5,5,5,5,5
188,25,5,5,5,5,5
188,74,5,5,4,4,4
188,55,5,5,5,5,5
188,4,5,5,5,4,5
188,97,5,5,5,5,5
188,63,3,3,3,5,4
188,48,3,2,2,5,3
189,81,3,3,3,4,3
189,54,5,5,5,5,5
189,68,4,4,4,4,4
189,14,5,5,5,5,5
189,24,4,4,3,3,3
189,42,5,4,4,5,4
190,4,5,5,5,5,5
190,91,4,5,3,4,4
190,11,5,5,5,5,5
190,17,5,5,5,5,5
191,14,4,5,4,5,5
191,50,2,5,1,4,3
191,61,4,5,5,4,5
191,68,3,3,2,2,2
191,94,5,5,3,5,4
192,97,5,5,4,4,4
194,14,5,5,5,5,5
194,20,5,5,5,5,5
194,23,5,5,5,5,5
194,58,5,5,5,5,5
194,10,5,5,5,5,5
194,56,3,3,3,4,3
194,60,5,5,5,5,5
194,15,5,5,5,5,5
194,4,4,4,3,4,4
194,28,5,5,5,5,5
194,55,2,5,1,3,3
195,24,3,5,3,3,4
195,86,5,5,4,4,4
195,54,4,3,2,5,3
195,11,5,5,5,4,5
195,23,5,5,5,5,5
195,98,5,5,5,4,5
195,70,5,5,5,5,5
195,56,5,5,5,3,4
195,47,5,5,5,5,5
196,4,5,5,5,5,5
196,38,5,5,5,5,5
196,94,3,3,2,5,3
196,99,3,4,3,2,3
197,23,5,5,5,5,5
197,35,5,5,5,5,5
198,26,5,5,5,5,5
199,25,5,5,5,5,5
200,15,5,4,5,4,4
202,43,4,4,3,3,3
202,23,5,5,5,5,5
203,49,2,2,1,1,1
203,36,5,5,5,5,5
203,14,5,5,5,5,5
206,63,2,2,2,2,2
206,6,4,5,3,4,4
206,24,5,5,5,5,5
206,93,5,5,5,5,5
206,50,4,4,4,4,4
208,86,5,5,5,5,5
209,85,4,4,3,5,4
209,59,3,2,5,2,3
209,37,5,5,5,5,5
211,60,5,5,5,5,5
211,63,1,1,3,3,2
211,99,4,4,3,4,4
211,15,1,1,2,1,1
211,44,5,5,5,5,5
212,98,4,4,5,3,4
212,85,5,5,5,4,5
213,97,5,5,5,4,5
213,60,5,5,5,3,4
213,15,4,4,2,4,3
213,63,2,2,1,3,2
213,4,5,5,5,5,5
213,38,3,3,4,4,4
213,66,5,5,5,4,5
213,33,5,5,5,5,5
213,55,5,5,3,3,4
214,88,5,5,5,5,5
214,39,5,5,5,5,5
214,35,5,5,5,5,5
214,38,5,5,5,4,5
214,60,5,5,5,5,5
214,85,5,5,3,5,4
214,37,3,3,2,3,3
214,63,5,5,5,5,5
214,20,5,5,5,5,5
215,48,4,4,4,4,4
215,94,5,5,5,5,5
216,92,5,5,5,5,5
216,4,3,3,3,3,3
216,56,5,5,5,5,5
217,50,4,5,5,3,4
217,94,5,5,5,5,5
217,15,5,5,5,5,5
217,57,5,5,5,5,5
219,92,4,5,4,3,4
219,6,4,3,5,5,4
219,56,5,4,5,5,5
219,39,3,5,3,3,4
220,27,5,5,5,5,5
221,76,5,5,5,5,5
221,25,5,5,4,4,4
221,96,4,5,5,4,5
221,94,5,5,5,5,5
221,15,3,3,3,4,3
221,84,5,5,5,5,5
221,63,5,5,5,5,5
221,55,5,5,5,5,5
222,38,3,2,3,4,3
222,60,5,5,5,5,5
222,34,1,3,2,3,3
223,68,4,4,4,5,4
223,91,5,5,5,5,5
223,21,5,4,5,5,5
223,80,5,5,5,5,5
224,85,5,4,5,5,5
224,54,5,4,4,5,4
224,68,2,1,5,4,3
225,65,5,5,5,5,5
225,82,5,5,4,4,4
225,4,5,5,5,5,5
225,31,5,5,5,5,5
226,52,5,5,5,5,5
227,52,4,4,5,4,4
227,42,5,5,5,5,5
227,39,5,5,5,5,5
227,31,5,5,5,5,5
227,66,5,5,5,5,5
227,37,2,1,2,3,2
227,20,5,5,5,5,5
227,28,5,5,5,5,5
228,56,2,4,4,4,4
228,50,5,5,5,5,5
228,55,5,5,5,4,5
228,82,3,5,3,2,3
228,4,5,5,5,5,5
229,52,4,4,5,4,4
229,64,5,5,5,5,5
229,4,5,5,5,4,5
230,27,5,4,5,5,5
230,56,4,4,3,4,4
231,38,5,5,5,5,5
231,82,5,5,5,5,5
231,63,5,5,5,5,5
231,66,4,4,5,4,4
231,56,4,5,5,4,5
231,4,5,5,5,5,5
232,85,5,5,5,5,5
232,82,5,5,5,5,5
232,23,5,5,5,5,5
232,43,3,3,3,2,3
232,38,5,5,5,5,5
233,38,5,5,5,5,5
233,21,3,4,1,3,3
233,33,4,3,4,5,4
233,66,4,5,4,5,5
234,96,4,5,4,4,4
235,11,3,2,3,3,3
236,25,5,5,5,4,5
236,38,5,4,4,4,4
236,68,4,4,3,3,3
237,68,5,5,5,5,5
238,14,5,5,5,3,4
239,38,5,5,5,5,5
239,82,5,5,5,5,5
239,32,5,5,5,5,5
239,60,5,5,5,5,5
239,33,4,3,3,5,4
239,97,5,5,5,5,5
239,25,5,5,5,5,5
240,12,5,5,5,5,5
240,17,5,5,5,5,5
240,38,5,5,5,5,5
240,26,4,5,4,3,4
240,11,5,5,5,5,5
240,90,4,4,5,4,4
241,10,5,5,5,5,5
242,6,5,5,5,5,5
242,40,4,4,3,3,3
242,54,5,5,5,5,5
242,61,5,5,5,5,5
243,24,4,4,5,4,4
243,89,3,3,3,4,3
243,13,2,4,2,1,2
243,15,5,5,5,5,5
243,63,5,5,5,5,5
244,36,5,5,5,4,5
245,76,5,4,5,5,5
245,17,5,5,5,5,5
245,87,5,5,5,5,5
245,11,5,5,5,5,5
246,32,5,5,5,3,4
246,69,4,5,3,4,4
246,54,5,4,5,5,5
246,25,5,5,5,5,5
246,39,5,5,5,5,5
246,38,5,5,5,5,5
247,14,4,5,5,2,4
247,36,5,5,5,5,5
247,50,5,5,5,5,5
248,48,5,5,4,5,5
248,56,4,3,5,5,4
249,85,5,5,5,5,5
250,71,5,5,5,4,5
250,66,5,5,5,5,5
250,37,5,4,5,4,4
250,23,5,5,5,5,5
251,12,5,5,5,5,5
251,32,5,5,5,5,5
251,26,5,5,5,5,5
252,17,4,4,4,4,4
253,23,4,4,4,4,4
253,70,5,5,5,5,5
253,26,5,5,5,5,5
253,61,4,4,4,4,4
253,32,5,5,5,5,5
253,91,5,4,5,5,5
253,43,5,5,5,5,5
253,4,5,5,5,5,5
253,25,5,5,5,5,5
253,40,1,4,3,4,4
253,88,5,5,5,5,5
253,37,5,5,5,5,5
253,65,5,5,5,4,5
253,15,1,2,1,1,1
254,66,5,5,5,4,5
254,39,5,5,5,5,5
254,85,5,5,4,5,5
254,91,5,5,5,5,5
255,48,5,5,5,5,5
255,47,5,5,5,5,5
256,26,5,5,4,5,5
256,93,5,5,5,5,5
257,26,5,5,3,5,4
257,99,2,2,2,2,2
257,71,5,5,5,5,5
257,38,5,5,5,4,5
257,94,5,5,5,5,5
258,27,5,5,4,5,5
259,28,5,5,5,5,5
259,47,5,5,5,4,5
259,40,3,3,2,3,3
259,82,5,5,5,5,5
259,88,5,5,5,5,5
259,38,5,5,4,4,4
259,55,5,5,5,5,5
259,56,5,5,5,5,5
260,33,3,3,3,3,3
260,61,5,5,5,5,5
262,38,4,4,1,4,3
262,43,5,5,5,5,5
264,39,5,5,5,5,5
264,96,5,5,5,5,5
265,56,5,5,5,5,5
265,27,4,3,2,5,3
265,4,5,5,5,5,5
266,44,3,3,3,3,3
266,35,4,4,5,5,5
266,26,5,5,5,5,5
267,54,5,5,5,5,5
267,48,5,4,5,5,5
269,61,4,4,4,4,4
269,91,5,5,5,5,5
271,98,5,5,5,5,5
271,67,2,2,3,3,3
272,74,5,5,4,3,4
273,48,3,2,4,5,4
274,60,5,5,5,5,5
274,68,5,4,5,3,4
274,99,5,5,5,4,5
274,83,1,1,1,1,1
274,69,2,2,3,3,3
274,74,4,5,3,5,4
274,24,5,5,5,5,5
274,25,5,5,5,5,5
275,98,5,5,5,5,5
275,71,1,1,3,3,2
275,97,5,5,5,5,5
275,48,3,4,3,5,4
275,39,5,5,5,5,5
275,72,2,2,2,3,2
276,42,5,5,5,5,5
276,27,5,5,4,5,5
277,58,5,5,5,5,5
277,87,3,2,2,3,2
278,21,4,3,5,5,4
278,91,5,5,5,5,5
278,55,4,5,3,4,4
278,32,5,5,5,5,5
278,40,3,4,5,2,4
278,44,5,5,5,5,5
278,42,4,5,5,4,5
279,20,5,5,5,5,5
280,28,5,5,5,5,5
280,65,4,4,3,4,4
281,26,5,5,5,5,5
281,61,5,5,5,5,5
281,39,5,5,5,5,5
281,21,1,1,2,3,2
281,42,5,5,5,5,5
282,36,5,5,5,5,5
282,56,5,5,5,5,5
282,94,5,5,5,5,5
282,37,5,5,5,5,5
284,30,5,5,4,5,5
286,27,4,4,4,5,4
286,68,3,3,3,4,3
286,60,5,5,5,5,5
286,12,5,5,5,5,5
286,10,3,4,1,3,3
286,32,3,4,3,3,3
287,20,3,3,3,4,3
288,38,5,5,5,5,5
288,4,4,4,5,5,5
288,26,5,5,5,5,5
289,11,5,5,5,5,5
291,4,5,5,5,5,5
291,93,5,5,5,5,5
292,83,5,5,5,4,5
293,47,2,1,3,3,2
294,32,5,5,5,5,5
294,17,4,5,2,5,4
295,56,5,4,5,4,4
296,76,2,2,2,4,3
298,88,4,3,3,3,3
298,15,5,5,5,5,5
298,97,4,5,5,4,5
298,64,5,5,5,5,5
300,49,5,5,5,5,5
300,64,5,5,5,5,5
300,14,3,3,4,3,3
300,68,4,4,4,3,4
300,67,3,2,2,3,2
300,88,4,5,4,4,4
300,33,5,5,5,5,5
300,4,4,5,4,4,4
300,97,5,5,5,5,5
300,17,5,4,4,4,4
300,83,5,5,5,5,5
301,33,5,5,5,5,5
302,17,5,5,5,5,5
302,26,5,4,5,4,4
302,64,2,4,1,2,2
302,78,3,5,2,2,3
302,71,5,5,5,5,5
302,86,5,5,5,5,5
303,43,5,5,5,5,5
303,42,5,5,5,5,5
303,88,3,3,1,3,2
303,94,3,2,5,5,4
303,17,5,5,5,5,5
303,23,5,5,5,5,5
303,28,5,5,5,5,5
304,26,5,5,5,5,5
304,79,4,5,5,4,5
304,4,2,4,2,3,3
306,26,5,5,4,5,5
307,4,5,5,5,5,5
307,85,2,5,1,4,3
307,9,5,5,5,5,5
308,38,5,5,5,5,5
308,78,2,4,2,4,3
309,35,5,5,5,5,5
309,36,4,5,5,5,5
310,40,5,5,5,5,5
311,48,5,5,5,5,5
311,4,5,5,5,5,5
